cycle,instruction_count,bank,pc,word,extended,a,l,q
897503,544000,05,3632,24336,0,000000,000000,0336
899181,545000,43,3303,03332,0,000000,003304,3307
900857,546000,02,4640,54004,0,003214,003304,0000
902500,547000,43,3333,23361,1,000000,003304,3304
904154,548000,01,3222,33224,0,003304,003304,1214
905795,549000,02,4643,50002,0,000000,003304,1214
907442,550000,06,2404,00006,0,000000,016000,6741
909113,551000,01,3214,10067,0,000000,003304,1214
910755,552000,06,2027,56776,0,177777,000000,2142
912403,553000,01,3221,54001,0,003304,003304,1214
914046,554000,02,4642,56002,0,001214,003304,0000
915695,555000,43,3303,03332,0,000000,003304,3307
917363,556000,05,3523,10336,0,000077,034106,0336
919024,557000,43,3303,03332,0,000000,003304,3307
920668,558000,43,3303,03332,0,000000,003304,3307
922320,559000,02,5171,00001,0,166102,003304,1214
923965,560000,01,3222,33224,0,003304,003304,1214
925639,561000,02,4640,54004,0,003214,003304,0000
927283,562000,02,4640,54004,0,003214,003304,0000
928934,563000,43,3333,23361,1,000000,003304,3304
930579,564000,33,0001,03304,0,166102,003304,5172
932228,565000,02,5166,00006,0,166102,003304,1214
933898,566000,02,5167,01007,1,166102,003304,1214
935549,567000,01,3221,54001,0,003304,003304,1214
937192,568000,02,4642,56002,0,001214,003304,0000
938847,569000,43,3332,00006,0,000000,003304,3304
940485,570000,05,3511,13763,0,002002,000000,3525
942128,571000,02,4701,22004,0,036626,036626,2161
943785,572000,02,4643,50002,0,000000,003304,1214
945423,573000,02,4644,13214,0,000000,003304,1214
947063,574000,43,3304,11362,0,166102,003304,0002
948705,575000,02,5166,00006,0,166102,003304,1214
950344,576000,02,5167,01007,1,166102,003304,1214
952007,577000,02,4640,54004,0,003214,003304,0000
953647,578000,02,5170,54006,0,166102,003304,1214
955283,579000,02,5171,00001,0,166102,003304,1214
956921,580000,02,4641,75012,0,003214,003304,0000
958561,581000,06,3006,30110,0,000000,000000,2014
960245,582000,01,3221,54001,0,003304,003304,1214
961875,583000,02,4637,33335,0,003335,003304,0000
963514,584000,02,4640,54004,0,003214,003304,0000
965154,585000,02,5170,54006,0,166102,003304,1214
966791,586000,02,5171,00001,0,166102,003304,1214
968455,587000,43,3304,11362,0,166102,003304,0002
970099,588000,33,0001,03304,0,166102,003304,5172
971738,589000,43,3304,11362,0,166102,003304,0002
973376,590000,43,3306,03303,0,000000,003304,0002
975017,591000,02,4643,50002,0,000000,003304,1214
976681,592000,01,3214,10067,0,000000,003304,1214
978318,593000,01,3220,31361,0,000000,003304,1214
979974,594000,02,4635,56002,0,000000,003304,3335
981613,595000,02,4636,50000,0,003335,003304,0000
983251,596000,02,4637,33335,0,003335,003304,0000
984907,597000,16,3457,61277,0,000000,000000,4707
986547,598000,43,3303,03332,0,000000,003304,3307
988219,599000,02,4636,50000,0,003335,003304,0000
989861,600000,02,5171,00001,0,166102,003304,1214
991499,601000,33,0001,03304,0,166102,003304,5172
993138,602000,43,3304,11362,0,166102,003304,0002
994801,603000,43,3303,03332,0,000000,003304,3307
996439,604000,43,3332,00006,0,000000,003304,3304
998078,605000,43,3333,23361,1,000000,003304,3304
999737,606000,06,3152,00006,0,037777,177777,0003
1001374,607000,02,4636,50000,0,003335,003304,0000
1003040,608000,02,5167,01007,1,166102,003304,1214
1004673,609000,02,4643,50002,0,000000,003304,1214
1006311,610000,02,4644,13214,0,000000,003304,1214
1007949,611000,01,3214,10067,0,000000,003304,1214
1009588,612000,43,3306,03303,0,000000,003304,0002
1011257,613000,02,4635,56002,0,000000,003304,3335
1012895,614000,02,4636,50000,0,003335,003304,0000
1014535,615000,02,4644,13214,0,000000,003304,1214
1016174,616000,01,3214,10067,0,000000,003304,1214
1017813,617000,01,3220,31361,0,000000,003304,1214
1019477,618000,02,5171,00001,0,166102,003304,1214
1021135,619000,01,3214,10067,0,000000,003304,1214
1022774,620000,01,3220,31361,0,000000,003304,1214
1024403,621000,02,4636,50000,0,003335,003304,0000
1026043,622000,02,4644,13214,0,000000,003304,1214
1027708,623000,01,3220,31361,0,000000,003304,1214
1029347,624000,01,3221,54001,0,003304,003304,1214
1030985,625000,02,4636,50000,0,003335,003304,0000
1032625,626000,02,4644,13214,0,000000,003304,1214
1034264,627000,02,5166,00006,0,166102,003304,1214
1035901,628000,43,3306,03303,0,000000,003304,0002
1037565,629000,02,4637,33335,0,003335,003304,0000
1039205,630000,01,3214,10067,0,000000,003304,1214
1040864,631000,02,4643,50002,0,000000,003304,1214
1042500,632000,02,4042,56006,0,012100,000000,3307
1044136,633000,01,3214,10067,0,000000,003304,1214
1045801,634000,01,3221,54001,0,003304,003304,1214
1047435,635000,43,3333,23361,1,000000,003304,3304
1049073,636000,43,3334,04635,0,000000,003304,3304
1050717,637000,06,2117,12120,0,000000,000000,2014
1052358,638000,01,3221,54001,0,003304,003304,1214
1054019,639000,43,3334,04635,0,000000,003304,3304
1055661,640000,01,3222,33224,0,003304,003304,1214
1057295,641000,43,3306,03303,0,000000,003304,0002
1058930,642000,02,4640,54004,0,003214,003304,0000
1060568,643000,01,3222,33224,0,003304,003304,1214
1062248,644000,02,5271,22012,1,177777,177777,0336
1063881,645000,02,4636,50000,0,003335,003304,0000
1065523,646000,01,3222,33224,0,003304,003304,1214
1067160,647000,43,3333,23361,1,000000,003304,3304
1068796,648000,43,3334,04635,0,000000,003304,3304
1070461,649000,02,4636,50000,0,003335,003304,0000
1072104,650000,02,5171,00001,0,166102,003304,1214
1073742,651000,43,3332,00006,0,000000,003304,3304
1075378,652000,02,5166,00006,0,166102,003304,1214
1077075,653000,43,3303,03332,0,000000,003304,3307
1078719,654000,16,2025,00006,0,004014,166002,0000
1080372,655000,43,3334,04635,0,000000,003304,3304
1082033,656000,02,5171,00001,0,166102,003304,1214
1083670,657000,33,0001,03304,0,166102,003304,5172
1085309,658000,43,3304,11362,0,166102,003304,0002
1086947,659000,43,3306,03303,0,000000,003304,0002
1088610,660000,43,3332,00006,0,000000,003304,3304
1090252,661000,01,3214,10067,0,000000,003304,1214
1091896,662000,02,4644,13214,0,000000,003304,1214
1093533,663000,01,3214,10067,0,000000,003304,1214
1095172,664000,01,3220,31361,0,000000,003304,1214
1096837,665000,01,3222,33224,0,003304,003304,1214
1098474,666000,33,0001,03304,0,166102,003304,5172
1100110,667000,43,3334,04635,0,000000,003304,3304
1101749,668000,02,4635,56002,0,000000,003304,3335
1103404,669000,05,3511,13763,0,166002,000001,3156
1105068,670000,01,3220,31361,0,000000,003304,1214
1106706,671000,02,5170,54006,0,166102,003304,1214
1108344,672000,02,5171,00001,0,166102,003304,1214
1109982,673000,33,0001,03304,0,166102,003304,5172
1111619,674000,43,3334,04635,0,000000,003304,3304
1113289,675000,02,5170,54006,0,166102,003304,1214
1114925,676000,43,3332,00006,0,000000,003304,3304
1116562,677000,43,3333,23361,1,000000,003304,3304
1118200,678000,43,3334,04635,0,000000,003304,3304
1119841,679000,02,4642,56002,0,001214,003304,0000
1121503,680000,16,2153,54030,0,037766,034106,0073
1123164,681000,01,3220,31361,0,000000,003304,1214
1124799,682000,05,3700,13564,0,000112,000000,0336
1126437,683000,01,3223,15166,0,166102,003304,1214
1128073,684000,43,3333,23361,1,000000,003304,3304
1129711,685000,43,3334,04635,0,000000,003304,3304
1131378,686000,01,3223,15166,0,166102,003304,1214
1133020,687000,43,3333,23361,1,000000,003304,3304
1134658,688000,43,3334,04635,0,000000,003304,3304
1136300,689000,01,3222,33224,0,003304,003304,1214
1137938,690000,01,3223,15166,0,166102,003304,1214
1139598,691000,02,4636,50000,0,003335,003304,0000
1141237,692000,02,4637,33335,0,003335,003304,0000
1142880,693000,06,2117,12127,0,000000,000000,2014
1144535,694000,02,4642,56002,0,001214,003304,0000
1146173,695000,02,4643,50002,0,000000,003304,1214
1147829,696000,43,3334,04635,0,000000,003304,3304
1149468,697000,02,4635,56002,0,000000,003304,3335
1151106,698000,02,4636,50000,0,003335,003304,0000
1152745,699000,02,4637,33335,0,003335,003304,0000
1154387,700000,43,3333,23361,1,000000,003304,3304
1156051,701000,02,4635,56002,0,000000,003304,3335
1157690,702000,02,4636,50000,0,003335,003304,0000
1159329,703000,02,4637,33335,0,003335,003304,0000
1160968,704000,02,4640,54004,0,003214,003304,0000
1162605,705000,02,4641,75012,0,003214,003304,0000
1164287,706000,43,3333,23361,1,000000,003304,3304
1165960,707000,02,4640,54004,0,003214,003304,0000
1167595,708000,05,3545,10000,0,024340,000000,0336
1169230,709000,02,4636,50000,0,003335,003304,0000
1170869,710000,02,4637,33335,0,003335,003304,0000
1172514,711000,16,2005,12157,1,000000,002002,2042
1174177,712000,02,4640,54004,0,003214,003304,0000
1175816,713000,02,4641,75012,0,003214,003304,0000
1177455,714000,02,4642,56002,0,001214,003304,0000
1179095,715000,02,5170,54006,0,166102,003304,1214
1180733,716000,02,5171,00001,0,166102,003304,1214
1182397,717000,02,4642,56002,0,001214,003304,0000
1184053,718000,43,3332,00006,0,000000,003304,3304
1185690,719000,43,3333,23361,1,000000,003304,3304
1187332,720000,01,3220,31361,0,000000,003304,1214
1188971,721000,02,5170,54006,0,166102,003304,1214
1190629,722000,01,3214,10067,0,000000,003304,1214
1192267,723000,01,3220,31361,0,000000,003304,1214
1193906,724000,02,5170,54006,0,166102,003304,1214
1195545,725000,02,4636,50000,0,003335,003304,0000
1197183,726000,02,4637,33335,0,003335,003304,0000
1198849,727000,01,3220,31361,0,000000,003304,1214
1200488,728000,01,3221,54001,0,003304,003304,1214
1202127,729000,01,3222,33224,0,003304,003304,1214
1203764,730000,33,0001,03304,0,166102,003304,5172
1205424,731000,01,3221,54001,0,003304,003304,1214
1207088,732000,01,3223,15166,0,166102,003304,1214
1208724,733000,43,3304,11362,0,166102,003304,0002
1210361,734000,02,4635,56002,0,000000,003304,3335
1211998,735000,05,3657,33531,0,000215,000215,0336
1213632,736000,43,3333,23361,1,000000,003304,3304
1215299,737000,16,3452,71414,1,000000,000000,4707
1216943,738000,01,3220,31361,0,000000,003304,1214
1218582,739000,02,5170,54006,0,166102,003304,1214
1220217,740000,43,3332,00006,0,000000,003304,3304
1221858,741000,02,4644,13214,0,000000,003304,1214
1223497,742000,01,3214,10067,0,000000,003304,1214
1225182,743000,01,3222,33224,0,003304,003304,1214
1226820,744000,01,3223,15166,0,166102,003304,1214
1228456,745000,02,4635,56002,0,000000,003304,3335
1230095,746000,02,4636,50000,0,003335,003304,0000
1231733,747000,02,5166,00006,0,166102,003304,1214
1233395,748000,05,3671,24337,0,003112,034106,0336
1235034,749000,06,2102,12116,1,000000,000000,2014
1236669,750000,01,3222,33224,0,003304,003304,1214
1238303,751000,43,3306,03303,0,000000,003304,0002
1239939,752000,02,4640,54004,0,003214,003304,0000
1241604,753000,01,3222,33224,0,003304,003304,1214
1243239,754000,43,3332,00006,0,000000,003304,3304
1244881,755000,01,3214,10067,0,000000,003304,1214
1246538,756000,02,4636,50000,0,003335,003304,0000
1248177,757000,02,4637,33335,0,003335,003304,0000
1249843,758000,01,3220,31361,0,000000,003304,1214
1251483,759000,02,5167,01007,1,166102,003304,1214
1253116,760000,05,3526,13527,0,000322,000000,0336
1254747,761000,43,3333,23361,1,000000,003304,3304
1256452,762000,02,4640,54004,0,003214,003304,0000
1258118,763000,02,5167,01007,1,166102,003304,1214
1259757,764000,02,5170,54006,0,166102,003304,1214
1261394,765000,02,5171,00001,0,166102,003304,1214
1263032,766000,33,0001,03304,0,166102,003304,5172
1264671,767000,43,3304,11362,0,166102,003304,0002
1266329,768000,01,3221,54001,0,003304,003304,1214
1267992,769000,43,3333,23361,1,000000,003304,3304
1269630,770000,43,3334,04635,0,000000,003304,3304
1271268,771000,05,3765,02013,1,000100,000000,3525
1272904,772000,02,5171,00001,0,166102,003304,1214
1274542,773000,33,0001,03304,0,166102,003304,5172
1276209,774000,02,4641,75012,0,003214,003304,0000
1277847,775000,01,3221,54001,0,003304,003304,1214
1279485,776000,02,5171,00001,0,166102,003304,1214
1281172,777000,02,4637,33335,0,003335,003304,0000
1282811,778000,02,4640,54004,0,003214,003304,0000
1284476,779000,01,3221,54001,0,003304,003304,1214
1286115,780000,01,3222,33224,0,003304,003304,1214
1287784,781000,01,3221,54001,0,003304,003304,1214
1289428,782000,01,3221,54001,0,003304,003304,1214
1291074,783000,02,5171,00001,0,166102,003304,1214
1292736,784000,43,3334,04635,0,000000,003304,3304
1294372,785000,02,5170,54006,0,166102,003304,1214
1296010,786000,02,5171,00001,0,166102,003304,1214
1297655,787000,02,5170,54006,0,166102,003304,1214
1299291,788000,43,3332,00006,0,000000,003304,3304
1300958,789000,01,3214,10067,0,000000,003304,1214
1302595,790000,01,3220,31361,0,000000,003304,1214
1304233,791000,43,3303,03332,0,000000,003304,3307
1305874,792000,02,4643,50002,0,000000,003304,1214
1307530,793000,43,3332,00006,0,000000,003304,3304
1309192,794000,16,2164,32156,1,000000,000000,0073
1310832,795000,43,3333,23361,1,000000,003304,3304
1312470,796000,43,3334,04635,0,000000,003304,3304
1314111,797000,01,3222,33224,0,003304,003304,1214
1315782,798000,05,3506,54016,0,166002,003304,0002
1317427,799000,01,3221,54001,0,003304,003304,1214
1319095,800000,33,0001,03304,0,166102,003304,5172
1320743,801000,43,3304,11362,0,166102,003304,0002
1322382,802000,02,4643,50002,0,000000,003304,1214
1324020,803000,02,4644,13214,0,000000,003304,1214
1325659,804000,01,3214,10067,0,000000,003304,1214
1327329,805000,02,5054,00006,0,000000,000000,3142
1328979,806000,02,4640,54004,0,003214,003304,0000
1330618,807000,02,4641,75012,0,003214,003304,0000
1332258,808000,02,5170,54006,0,166102,003304,1214
1333896,809000,02,5171,00001,0,166102,003304,1214
1335560,810000,43,3304,11362,0,166102,003304,0002
1337198,811000,43,3306,03303,0,000000,003304,0002
1338842,812000,43,3304,11362,0,166102,003304,0002
1340476,813000,01,3221,54001,0,003304,003304,1214
1342115,814000,01,3222,33224,0,003304,003304,1214
1343777,815000,02,5166,00006,0,166102,003304,1214
1345449,816000,43,3304,11362,0,166102,003304,0002
1347086,817000,02,4635,56002,0,000000,003304,3335
1348778,818000,43,3306,03303,0,000000,003304,0002
1350416,819000,43,3303,03332,0,000000,003304,3307
1352078,820000,43,3333,23361,1,000000,003304,3304
1353716,821000,43,3334,04635,0,000000,003304,3304
1355355,822000,02,4635,56002,0,000000,003304,3335
1356996,823000,01,3221,54001,0,003304,003304,1214
1358641,824000,43,3333,23361,1,000000,003304,3304
1360293,825000,17,2640,55740,0,000000,000000,4707
1361952,826000,43,3332,00006,0,000000,003304,3304
1363590,827000,43,3333,23361,1,000000,003304,3304
1365228,828000,43,3334,04635,0,000000,003304,3304
1366871,829000,01,3221,54001,0,003304,003304,1214
1368529,830000,01,3214,10067,0,000000,003304,1214
1370194,831000,01,3221,54001,0,003304,003304,1214
1371832,832000,02,5171,00001,0,166102,003304,1214
1373470,833000,33,0001,03304,0,166102,003304,5172
1375107,834000,43,3304,11362,0,166102,003304,0002
1376744,835000,02,4635,56002,0,000000,003304,3335
1378416,836000,06,3166,40002,0,000000,000000,0000
1380052,837000,02,4636,50000,0,003335,003304,0000
1381686,838000,33,0001,03304,0,166102,003304,5172
1383348,839000,01,3221,54001,0,003304,003304,1214
1384987,840000,01,3222,33224,0,003304,003304,1214
1386649,841000,02,5166,00006,0,166102,003304,1214
1388287,842000,43,3306,03303,0,000000,003304,0002
1389955,843000,01,3222,33224,0,003304,003304,1214
1391599,844000,01,3222,33224,0,003304,003304,1214
1393245,845000,33,0001,03304,0,166102,003304,5172
1394908,846000,02,4635,56002,0,000000,003304,3335
1396549,847000,02,4643,50002,0,000000,003304,1214
1398186,848000,01,3223,15166,0,166102,003304,1214
1399827,849000,02,4644,13214,0,000000,003304,1214
1401462,850000,02,4040,52011,0,000000,003304,3304
1403123,851000,02,4636,50000,0,003335,003304,0000
1404762,852000,02,5166,00006,0,166102,003304,1214
1406401,853000,02,5167,01007,1,166102,003304,1214
1408038,854000,02,4637,33335,0,003335,003304,0000
1409696,855000,43,3306,03303,0,000000,003304,0002
1411335,856000,02,4644,13214,0,000000,003304,1214
1412998,857000,43,3303,03332,0,000000,003304,3307
1414635,858000,02,4641,75012,0,003214,003304,0000
1416272,859000,01,3223,15166,0,166102,003304,1214
1417944,860000,02,5170,54006,0,166102,003304,1214
1419591,861000,43,3333,23361,1,000000,003304,3304
1421262,862000,02,4640,54004,0,003214,003304,0000
1422907,863000,05,3506,54016,0,002002,000000,1214
1424543,864000,02,4643,50002,0,000000,003304,1214
1426181,865000,02,4644,13214,0,000000,003304,1214
1427819,866000,01,3214,10067,0,000000,003304,1214
1429484,867000,02,5170,54006,0,166102,003304,1214
1431144,868000,01,3222,33224,0,003304,003304,1214
1432777,869000,02,4640,54004,0,003214,003304,0000
1434477,870000,01,3221,54001,0,003304,003304,1214
1436113,871000,43,3303,03332,0,000000,003304,3307
1437777,872000,43,3333,23361,1,000000,003304,3304
1439415,873000,43,3334,04635,0,000000,003304,3304
1441056,874000,05,3510,22012,1,166002,016000,0002
1442690,875000,02,4636,50000,0,003335,003304,0000
1444329,876000,02,4637,33335,0,003335,003304,0000
1445994,877000,02,4641,75012,0,003214,003304,0000
1447633,878000,02,5170,54006,0,166102,003304,1214
1449271,879000,02,5171,00001,0,166102,003304,1214
1450953,880000,40,3356,50143,0,005240,002077,3353
1452601,881000,02,4644,13214,0,000000,003304,1214
1454263,882000,16,2166,34755,0,002024,034106,0073
1455904,883000,02,5170,54006,0,166102,003304,1214
1457540,884000,43,3332,00006,0,000000,003304,3304
1459178,885000,43,3333,23361,1,000000,003304,3304
1460828,886000,43,3334,04635,0,000000,003304,3304
1462472,887000,43,3334,04635,0,000000,003304,3304
1464146,888000,02,4636,50000,0,003335,003304,0000
1465780,889000,33,0001,03304,0,166102,003304,5172
1467419,890000,43,3304,11362,0,166102,003304,0002
1469056,891000,02,4635,56002,0,000000,003304,3335
1470714,892000,02,5071,00002,0,037777,177777,3151
1472379,893000,02,4641,75012,0,003214,003304,0000
1474018,894000,02,4642,56002,0,001214,003304,0000
1475657,895000,02,4643,50002,0,000000,003304,1214
1477295,896000,01,3223,15166,0,166102,003304,1214
1478932,897000,43,3333,23361,1,000000,003304,3304
1480596,898000,02,4635,56002,0,000000,003304,3335
1482238,899000,43,3303,03332,0,000000,003304,3307
1483873,900000,05,0335,03523,0,000077,000000,3770
1485112,900737,31,0002,02133,0,001775,164001,2133
1485153,900761,31,0002,02427,0,004000,002355,2427
1485168,900770,31,0002,02430,0,000002,002355,2430
1485176,900775,31,0001,02355,0,000000,002355,2437
1485202,900790,31,0002,02427,0,004000,002362,2427
1485217,900799,31,0002,02430,0,000002,002362,2430
1485225,900804,31,0001,02362,0,000000,002362,2434
1485250,900818,31,0002,02446,0,004000,002362,2446
1485256,900822,31,0156,02366,0,000000,002362,2452
1485293,900845,31,0002,03033,0,000000,002367,3033
1485295,900847,31,0114,02500,0,000000,002367,3034
1485301,900852,31,0002,02501,0,000000,002367,2501
1485303,900854,31,0001,02367,0,000000,002367,2502
1485566,901000,40,3352,03354,0,003777,002367,0003
1486083,901293,31,0115,02422,0,177754,002367,3416
1486808,901702,31,0115,02422,0,177754,002367,3416
1487341,902000,40,3356,50143,0,004000,002367,3353
1487601,902150,31,0115,02422,0,177754,002367,3416
1487608,902155,31,0136,05155,0,000000,002367,2412
1489016,903000,01,3214,10067,0,000000,003304,1214
1490653,904000,43,3303,03332,0,000000,003304,3307
1492321,905000,01,3220,31361,0,000000,003304,1214
1493965,906000,02,5170,54006,0,166102,003304,1214
1495615,907000,02,4643,50002,0,000000,003304,1214
1497284,908000,02,5166,00006,0,166102,003304,1214
1498934,909000,02,4641,75012,0,003214,003304,0000
1500577,910000,01,3221,54001,0,003304,003304,1214
1502228,911000,02,4642,56002,0,001214,003304,0000
1503870,912000,02,4635,56002,0,000000,003304,3335
1505547,913000,05,3664,13701,0,000000,000100,3525
1507184,914000,02,4637,33335,0,003335,003304,0000
1508835,915000,33,0001,03304,0,166102,003304,5172
1510480,916000,01,3223,15166,0,166102,003304,1214
1512147,917000,01,3221,54001,0,003304,003304,1214
1513789,918000,02,4642,56002,0,001214,003304,0000
1515463,919000,43,3332,00006,0,000000,003304,3304
1517109,920000,02,5171,00001,0,166102,003304,1214
1518754,921000,02,4642,56002,0,001214,003304,0000
1520393,922000,02,4643,50002,0,000000,003304,1214
1522033,923000,02,5171,00001,0,166102,003304,1214
1523729,924000,43,3333,23361,1,000000,003304,3304
1525369,925000,02,4641,75012,0,003214,003304,0000
1527006,926000,05,3703,30001,0,000000,000000,3525
1528637,927000,43,3332,00006,0,000000,003304,3304
1530276,928000,43,3333,23361,1,000000,003304,3304
1531939,929000,02,4635,56002,0,000000,003304,3335
1533599,930000,33,0001,03304,0,166102,003304,5172
1535238,931000,43,3304,11362,0,166102,003304,0002
1536877,932000,02,4641,75012,0,003214,003304,0000
1538515,933000,02,4642,56002,0,001214,003304,0000
1540179,934000,43,3304,11362,0,166102,003304,0002
1541817,935000,43,3306,03303,0,000000,003304,0002
1543462,936000,43,3304,11362,0,166102,003304,0002
1545102,937000,02,4642,56002,0,001214,003304,0000
1546742,938000,01,3222,33224,0,003304,003304,1214
1548405,939000,02,5166,00006,0,166102,003304,1214
1550038,940000,05,3544,32323,0,002323,000000,0336
1551676,941000,01,3222,33224,0,003304,003304,1214
1553332,942000,02,4637,33335,0,003335,003304,0000
1554970,943000,02,4640,54004,0,003214,003304,0000
1556628,944000,16,3451,00006,0,000000,000000,4707
1558275,945000,01,3222,33224,0,003304,003304,1214
1559913,946000,01,3223,15166,0,166102,003304,1214
1561550,947000,43,3304,11362,0,166102,003304,0002
1563191,948000,02,4641,75012,0,003214,003304,0000
1564830,949000,02,4642,56002,0,001214,003304,0000
1566495,950000,01,3223,15166,0,166102,003304,1214
1568133,951000,43,3304,11362,0,166102,003304,0002
1569770,952000,02,4635,56002,0,000000,003304,3335
1571407,953000,05,3664,13701,0,000000,000000,0336
1573051,954000,02,5037,55076,0,040000,000000,3137
1574724,955000,43,3332,00006,0,000000,003304,3304
1576364,956000,02,4640,54004,0,003214,003304,0000
1578003,957000,01,3220,31361,0,000000,003304,1214
1579641,958000,43,3306,03303,0,000000,003304,0002
1581279,959000,43,3303,03332,0,000000,003304,3307
1582945,960000,01,3220,31361,0,000000,003304,1214
1584588,961000,01,3214,10067,0,000000,003304,1214
1586225,962000,43,3303,03332,0,000000,003304,3307
1587863,963000,43,3332,00006,0,000000,003304,3304
1589504,964000,01,3220,31361,0,000000,003304,1214
1591161,965000,02,4637,33335,0,003335,003304,0000
1592801,966000,02,5167,01007,1,166102,003304,1214
1594456,967000,02,5166,00006,0,166102,003304,1214
1596088,968000,43,3332,00006,0,000000,003304,3304
1597726,969000,02,4642,56002,0,001214,003304,0000
1599389,970000,02,5166,00006,0,166102,003304,1214
1601025,971000,43,3334,04635,0,000000,003304,3304
1602668,972000,01,3221,54001,0,003304,003304,1214
1604307,973000,43,3303,03332,0,000000,003304,3307
1605944,974000,43,3332,00006,0,000000,003304,3304
1607584,975000,02,4640,54004,0,003214,003304,0000
1609251,976000,01,3220,31361,0,000000,003304,1214
1610885,977000,05,3540,54334,0,002303,000000,0336
1612518,978000,33,0001,03304,0,166102,003304,5172
1614237,979000,02,5171,00001,0,166102,003304,1214
1615875,980000,02,4637,33335,0,003335,003304,0000
1617540,981000,02,4641,75012,0,003214,003304,0000
1619177,982000,02,4642,56002,0,001214,003304,0000
1620816,983000,02,4643,50002,0,000000,003304,1214
1622454,984000,02,4644,13214,0,000000,003304,1214
1624092,985000,01,3214,10067,0,000000,003304,1214
1625763,986000,43,3304,11362,0,166102,003304,0002
1627401,987000,43,3306,03303,0,000000,003304,0002
1629039,988000,43,3303,03332,0,000000,003304,3307
1630673,989000,01,3223,15166,0,166102,003304,1214
1632311,990000,02,5166,00006,0,166102,003304,1214
1633976,991000,02,5170,54006,0,166102,003304,1214
1635635,992000,01,3222,33224,0,003304,003304,1214
1637272,993000,33,0001,03304,0,166102,003304,5172
1638911,994000,43,3304,11362,0,166102,003304,0002
1640549,995000,43,3306,03303,0,000000,003304,0002
1642211,996000,02,4637,33335,0,003335,003304,0000
1643850,997000,02,4640,54004,0,003214,003304,0000
1645492,998000,02,5166,00006,0,166102,003304,1214
1647129,999000,43,3306,03303,0,000000,003304,0002
1648767,1000000,02,4636,50000,0,003335,003304,0000
1650418,1001000,17,2634,55752,0,000000,000000,4707
1652070,1002000,05,3704,00006,0,000000,000000,3525
1653702,1003000,02,4636,50000,0,003335,003304,0000
1655362,1004000,43,3304,11362,0,166102,003304,0002
1656999,1005000,02,4635,56002,0,000000,003304,3335
1658641,1006000,01,3221,54001,0,003304,003304,1214
1660305,1007000,01,3223,15166,0,166102,003304,1214
1661942,1008000,43,3334,04635,0,000000,003304,3304
1663584,1009000,01,3220,31361,0,000000,003304,1214
1665226,1010000,01,3214,10067,0,000000,003304,1214
1666863,1011000,43,3303,03332,0,000000,003304,3307
1668529,1012000,01,3220,31361,0,000000,003304,1214
1670167,1013000,01,3221,54001,0,003304,003304,1214
1671803,1014000,43,3333,23361,1,000000,003304,3304
1673440,1015000,05,3655,74357,0,003237,000000,3525
1675076,1016000,02,5170,54006,0,166102,003304,1214
1676758,1017000,43,3306,03303,0,000000,003304,0002
1678396,1018000,43,3303,03332,0,000000,003304,3307
1680036,1019000,01,3214,10067,0,000000,003304,1214
1681675,1020000,01,3220,31361,0,000000,003304,1214
1683314,1021000,01,3221,54001,0,003304,003304,1214
1684978,1022000,01,3223,15166,0,166102,003304,1214
1686617,1023000,43,3333,23361,1,000000,003304,3304
1688253,1024000,43,3334,04635,0,000000,003304,3304
1689896,1025000,01,3221,54001,0,003304,003304,1214
1691535,1026000,01,3222,33224,0,003304,003304,1214
1693196,1027000,16,2165,53275,0,002024,034106,0073
1694836,1028000,02,5167,01007,1,166102,003304,1214
1696494,1029000,02,4644,13214,0,000000,003304,1214
1698124,1030000,43,3334,04635,0,000000,003304,3304
1699763,1031000,02,4635,56002,0,000000,003304,3335
1701401,1032000,02,4636,50000,0,003335,003304,0000
1703100,1033000,02,4644,13214,0,000000,003304,1214
1704739,1034000,02,5166,00006,0,166102,003304,1214
1706384,1035000,01,3223,15166,0,166102,003304,1214
1708022,1036000,02,5166,00006,0,166102,003304,1214
1709661,1037000,02,5167,01007,1,166102,003304,1214
1711323,1038000,02,5171,00001,0,166102,003304,1214
1712961,1039000,33,0001,03304,0,166102,003304,5172
1714600,1040000,02,4640,54004,0,003214,003304,0000
1716237,1041000,02,5270,00006,0,000000,000000,3525
1717892,1042000,01,3221,54001,0,003304,003304,1214
1719553,1043000,43,3334,04635,0,000000,003304,3304
1721192,1044000,02,4635,56002,0,000000,003304,3335
1722830,1045000,02,4636,50000,0,003335,003304,0000
1724472,1046000,01,3223,15166,0,166102,003304,1214
1726110,1047000,43,3304,11362,0,166102,003304,0002
1727777,1048000,02,4642,56002,0,001214,003304,0000
1729417,1049000,01,3222,33224,0,003304,003304,1214
1731055,1050000,01,3223,15166,0,166102,003304,1214
1732691,1051000,02,5166,00006,0,166102,003304,1214
1734329,1052000,43,3306,03303,0,000000,003304,0002
1735992,1053000,43,3332,00006,0,000000,003304,3304
1737647,1054000,02,4642,56002,0,001214,003304,0000
1739285,1055000,02,4643,50002,0,000000,003304,1214
1740924,1056000,01,3223,15166,0,166102,003304,1214
1742562,1057000,02,5166,00006,0,166102,003304,1214
1744200,1058000,02,5167,01007,1,166102,003304,1214
1745862,1059000,43,3332,00006,0,000000,003304,3304
1747507,1060000,02,4636,50000,0,003335,003304,0000
1749147,1061000,02,4644,13214,0,000000,003304,1214
1750786,1062000,02,5166,00006,0,166102,003304,1214
1752424,1063000,43,3306,03303,0,000000,003304,0002
